"strain","gene_id","go_level","go_description","go_id"
"Synechocystis","sll0646","Biological Process","cyclic nucleotide biosynthetic process","GO:0009190"
"Synechocystis","sll0646","Biological Process","intracellular signaling cascade","GO:0007242"
"Synechocystis","sll0646","Molecular Function","phosphorus-oxygen lyase activity","GO:0016849"
"Synechocystis","sll0647","Molecular Function","hydrolase activity","GO:0016787"
"Synechocystis","sll0648","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","sll0648","Molecular Function","phospho-N-acetylmuramoyl-pentapeptide-transferase activity","GO:0008963"
"Synechocystis","sll0649","Biological Process","regulation of transcription, DNA-dependent","GO:0006355"
"Synechocystis","sll0649","Biological Process","two-component signal transduction system (phosphorelay)","GO:0000160"
"Synechocystis","sll0649","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","sll0649","Molecular Function","two-component response regulator activity","GO:0000156"
"Synechocystis","sll0654","Biological Process","nucleotide catabolic process","GO:0009166"
"Synechocystis","sll0654","Molecular Function","hydrolase activity","GO:0016787"
"Synechocystis","sll0656","Biological Process","cell communication","GO:0007154"
"Synechocystis","sll0656","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","sll0657","Biological Process","peptidoglycan biosynthetic process","GO:0009252"
"Synechocystis","sll0657","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","sll0657","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0657","Molecular Function","phospho-N-acetylmuramoyl-pentapeptide-transferase activity","GO:0008963"
"Synechocystis","sll0660","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","sll0660","Biological Process","pyridoxine biosynthetic process","GO:0008615"
"Synechocystis","sll0660","Molecular Function","4-hydroxythreonine-4-phosphate dehydrogenase activity","GO:0050570"
"Synechocystis","sll0660","Molecular Function","NAD or NADH binding","GO:0051287"
"Synechocystis","sll0662","Molecular Function","electron carrier activity","GO:0009055"
"Synechocystis","sll0662","Molecular Function","iron ion binding","GO:0005506"
"Synechocystis","sll0664","Biological Process","DNA repair","GO:0006281"
"Synechocystis","sll0664","Cellular Component","intracellular","GO:0005622"
"Synechocystis","sll0664","Molecular Function","nuclease activity","GO:0004518"
"Synechocystis","sll0666","Biological Process","transposition, DNA-mediated","GO:0006313"
"Synechocystis","sll0666","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","sll0666","Molecular Function","transposase activity","GO:0004803"
"Synechocystis","sll0667","Biological Process","transposition, DNA-mediated","GO:0006313"
"Synechocystis","sll0667","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","sll0667","Molecular Function","transposase activity","GO:0004803"
"Synechocystis","sll0671","Biological Process","cobalt ion transport","GO:0006824"
"Synechocystis","sll0671","Biological Process","magnesium ion transport","GO:0015693"
"Synechocystis","sll0671","Biological Process","metal ion transport","GO:0030001"
"Synechocystis","sll0671","Biological Process","transmembrane transport","GO:0055085"
"Synechocystis","sll0671","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0671","Molecular Function","cobalt ion transmembrane transporter activity","GO:0015087"
"Synechocystis","sll0671","Molecular Function","magnesium ion transmembrane transporter activity","GO:0015095"
"Synechocystis","sll0671","Molecular Function","metal ion transmembrane transporter activity","GO:0046873"
"Synechocystis","sll0672","Biological Process","ATP biosynthetic process","GO:0006754"
"Synechocystis","sll0672","Biological Process","cation transport","GO:0006812"
"Synechocystis","sll0672","Biological Process","metabolic process","GO:0008152"
"Synechocystis","sll0672","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0672","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","sll0672","Molecular Function","ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism","GO:0015662"
"Synechocystis","sll0672","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","sll0672","Molecular Function","hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances","GO:0016820"
"Synechocystis","sll0677","Biological Process","transposition, DNA-mediated","GO:0006313"
"Synechocystis","sll0677","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","sll0677","Molecular Function","transposase activity","GO:0004803"
"Synechocystis","sll0679","Biological Process","transport","GO:0006810"
"Synechocystis","sll0680","Biological Process","phosphate transport","GO:0006817"
"Synechocystis","sll0680","Biological Process","transport","GO:0006810"
"Synechocystis","sll0680","Molecular Function","inorganic phosphate transmembrane transporter activity","GO:0005315"
"Synechocystis","sll0680","Molecular Function","phosphate transmembrane transporter activity","GO:0015114"
"Synechocystis","sll0680","Molecular Function","transporter activity","GO:0005215"
"Synechocystis","sll0681","Biological Process","phosphate transport","GO:0006817"
"Synechocystis","sll0681","Biological Process","transport","GO:0006810"
"Synechocystis","sll0681","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","sll0681","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0681","Molecular Function","inorganic phosphate transmembrane transporter activity","GO:0005315"
"Synechocystis","sll0681","Molecular Function","transporter activity","GO:0005215"
"Synechocystis","sll0682","Biological Process","phosphate transport","GO:0006817"
"Synechocystis","sll0682","Biological Process","transport","GO:0006810"
"Synechocystis","sll0682","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0682","Molecular Function","inorganic phosphate transmembrane transporter activity","GO:0005315"
"Synechocystis","sll0682","Molecular Function","phosphate transmembrane transporter activity","GO:0015114"
"Synechocystis","sll0682","Molecular Function","transporter activity","GO:0005215"
"Synechocystis","sll0683","Biological Process","phosphate transport","GO:0006817"
"Synechocystis","sll0683","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0683","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","sll0683","Molecular Function","ATPase activity","GO:0016887"
"Synechocystis","sll0683","Molecular Function","inorganic phosphate transmembrane transporter activity","GO:0005315"
"Synechocystis","sll0683","Molecular Function","nucleoside-triphosphatase activity","GO:0017111"
"Synechocystis","sll0683","Molecular Function","nucleotide binding","GO:0000166"
"Synechocystis","sll0683","Molecular Function","phosphate transmembrane transporter activity","GO:0015114"
"Synechocystis","sll0683","Molecular Function","phosphate transmembrane-transporting ATPase activity","GO:0015415"
"Synechocystis","sll0684","Biological Process","phosphate transport","GO:0006817"
"Synechocystis","sll0684","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0684","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","sll0684","Molecular Function","ATPase activity","GO:0016887"
"Synechocystis","sll0684","Molecular Function","inorganic phosphate transmembrane transporter activity","GO:0005315"
"Synechocystis","sll0684","Molecular Function","nucleoside-triphosphatase activity","GO:0017111"
"Synechocystis","sll0684","Molecular Function","nucleotide binding","GO:0000166"
"Synechocystis","sll0684","Molecular Function","phosphate transmembrane transporter activity","GO:0015114"
"Synechocystis","sll0684","Molecular Function","phosphate transmembrane-transporting ATPase activity","GO:0015415"
"Synechocystis","sll0685","Biological Process","cell redox homeostasis","GO:0045454"
"Synechocystis","sll0686","Biological Process","cytochrome complex assembly","GO:0017004"
"Synechocystis","sll0686","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","sll0686","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0687","Biological Process","regulation of transcription, DNA-dependent","GO:0006355"
"Synechocystis","sll0687","Biological Process","transcription initiation","GO:0006352"
"Synechocystis","sll0687","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","sll0687","Molecular Function","sigma factor activity","GO:0016987"
"Synechocystis","sll0687","Molecular Function","transcription factor activity","GO:0003700"
"Synechocystis","sll0688","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","sll0688","Cellular Component","plasma membrane","GO:0005886"
"Synechocystis","sll0689","Biological Process","cation transport","GO:0006812"
"Synechocystis","sll0689","Biological Process","transmembrane transport","GO:0055085"
"Synechocystis","sll0689","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","sll0689","Molecular Function","solute hydrogen antiporter activity","GO:0015299"
"Synechocystis","sll0696","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0698","Biological Process","peptidyl-histidine phosphorylation","GO:0018106"
"Synechocystis","sll0698","Biological Process","phosphorylation","GO:0016310"
"Synechocystis","sll0698","Biological Process","regulation of transcription, DNA-dependent","GO:0006355"
"Synechocystis","sll0698","Biological Process","signal transduction","GO:0007165"
"Synechocystis","sll0698","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","sll0698","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0698","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","sll0698","Molecular Function","protein histidine kinase activity","GO:0004673"
"Synechocystis","sll0698","Molecular Function","signal transducer activity","GO:0004871"
"Synechocystis","sll0698","Molecular Function","transferase activity, transferring phosphorus-containing groups","GO:0016772"
"Synechocystis","sll0698","Molecular Function","two-component sensor activity","GO:0000155"
"Synechocystis","sll0703","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","sll0703","Molecular Function","FAD binding","GO:0050660"
"Synechocystis","sll0703","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","sll0704","Biological Process","metabolic process","GO:0008152"
"Synechocystis","sll0704","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","sll0704","Molecular Function","pyridoxal phosphate binding","GO:0030170"
"Synechocystis","sll0708","Biological Process","rRNA modification","GO:0000154"
"Synechocystis","sll0708","Biological Process","rRNA processing","GO:0006364"
"Synechocystis","sll0708","Molecular Function","rRNA (adenine) methyltransferase activity","GO:0016433"
"Synechocystis","sll0708","Molecular Function","rRNA (adenine-N6,N6-)-dimethyltransferase activity","GO:0000179"
"Synechocystis","sll0708","Molecular Function","rRNA methyltransferase activity","GO:0008649"
"Synechocystis","sll0711","Biological Process","phosphorylation","GO:0016310"
"Synechocystis","sll0711","Biological Process","terpenoid biosynthetic process","GO:0016114"
"Synechocystis","sll0711","Molecular Function","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity","GO:0050515"
"Synechocystis","sll0711","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","sll0711","Molecular Function","kinase activity","GO:0016301"
"Synechocystis","sll0712","Biological Process","cysteine biosynthetic process from serine","GO:0006535"
"Synechocystis","sll0712","Biological Process","metabolic process","GO:0008152"
"Synechocystis","sll0712","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","sll0712","Molecular Function","pyridoxal phosphate binding","GO:0030170"
"Synechocystis","sll0716","Biological Process","proteolysis","GO:0006508"
"Synechocystis","sll0716","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","sll0716","Cellular Component","membrane","GO:0016020"
"Synechocystis","sll0716","Molecular Function","serine-type peptidase activity","GO:0008236"
"Synechocystis","sll0720","Biological Process","toxin metabolic process","GO:0009404"
"Synechocystis","sll0720","Cellular Component","cytoplasm","GO:0005737"
"Synechocystis","sll0720","Molecular Function","acyltransferase activity","GO:0008415"
"Synechocystis","sll0721","Molecular Function","calcium ion binding","GO:0005509"
